,Position,Cost,Rank,DominationSet,DominatedCount,NormalizedCost,AssociatedRef,DistanceToAssociatedRef
47,"[3.04859817e+02 3.46826053e+02 5.82606579e+01 1.99191779e+02
 5.08588687e+02 4.25847470e+02 1.17665371e+02 4.31323235e-02]","[1946.6802698560773, 1788319.1036173587, 1899614.6910200517]",1,"[66, 70, 98]",0,"[[0.10277819 1.71324302 0.69729263]
 [0.12638685 1.08292061        inf]
 [0.10525486        inf 0.07921205]]",0,
48,"[318.64367281 376.17943015 139.29861133 227.78967063 239.98173456
 194.35590693 134.51911243   5.13950304]","[3153.0244733658947, 850715.7851294564, 5698828.596152333]",1,[],0,"[[0.32658709 0.59483889 6.6519795 ]
 [0.40160577 0.37599061        inf]
 [0.33445694        inf 0.7556611 ]]",0,
49,"[336.19423835 401.84688878 147.63967358 216.18580342 223.5762769
 206.07465876 180.01232632   3.08844426]","[3724.690782422663, 844400.4860949274, 5526139.579082393]",1,[],0,"[[0.43264638 0.58730579 6.38131587]
 [0.5320274  0.37122903        inf]
 [0.44307196        inf 0.72491387]]",0,
50,"[392.35126928 420.98359481 123.33733111 195.17826823 231.73771727
 142.99845761 175.84437793   6.02867267]","[3371.9858967270147, 728859.1742176864, 5661598.765873677]",1,"[64, 71, 88, 97]",0,"[[0.36721025 0.44948431 6.59362744]
 [0.45156027 0.2841137         inf]
 [0.37605901        inf 0.74903234]]",0,
51,"[364.88315374 330.09073212 231.9473657  450.60121304 122.30647712
  92.56704274 221.65749101   6.03521806]","[5226.286139395788, 420119.2025296555, 7127855.845244321]",1,[],0,"[[0.71123221 0.08120909 8.89176121]
 [0.87460579 0.05133131        inf]
 [0.72837095        inf 1.01009903]]",0,
52,"[342.60934127 348.36040609 129.74760016 291.59230665 344.9585167
 334.64981852  97.9768993    1.99985179]","[2657.458212348853, 1337447.2009025407, 3830042.7235550284]",1,[],0,"[[0.23464638 1.17542816 3.7229434 ]
 [0.28854582 0.74297421        inf]
 [0.24030071        inf 0.42292426]]",0,
53,"[403.01998547 242.02283747 114.47938271 234.03142844 473.09529713
 437.15019913 115.50234001   2.        ]","[2641.871741709868, 1789036.682287498, 1717796.107027915]",1,"[66, 70, 85, 98]",0,"[[0.23175468 1.71409897 0.4123198 ]
 [0.28498988 1.08346164        inf]
 [0.23733933        inf 0.0468393 ]]",0,
54,"[282.21910273 411.66970282  63.49180112 304.8479116  251.71368958
 175.89538843 222.34942515   1.03225124]","[3083.9862368186346, 834333.8584140681, 6161118.189851253]",1,[],0,"[[0.31377866 0.57529798 7.37654775]
 [0.38585518 0.36363904        inf]
 [0.32133986        inf 0.83797164]]",0,
55,"[488.65392334 417.46097266 473.96879364 177.15541473 350.15346558
 468.62194099 436.06310876   7.        ]","[10506.948430495551, 1619256.4875315672, 1462618.1004989333]",1,[],0,"[[1.69093537e+00 1.51157956e+00 1.23672960e-02]
 [2.07935163e+00 9.55451525e-01            inf]
 [1.73168225e+00            inf 1.40491781e-03]]",0,
56,"[290.57568012 455.57173999 125.88014424 122.17780191 218.75521124
 217.01258415 175.14968549   2.63091738]","[3397.326096122214, 858081.4630049024, 5224326.222812489]",1,[77],0,"[[0.37191153 0.60362491 5.90826959]
 [0.45734146 0.38154415        inf]
 [0.38087357        inf 0.67117608]]",0,
57,"[386.68922054 372.35687602 218.86614615 264.49855998 158.86670005
 116.29073079 110.7727952    3.5630732 ]","[3925.407270129877, 537520.1413506496, 6606425.769075849]",1,[],0,"[[0.46988462 0.2212488  8.07449929]
 [0.57781945 0.13984875        inf]
 [0.48120754        inf 0.91725854]]",0,
58,"[320.83647224 242.02283747  16.57652811 234.03142844 473.09529713
 437.15019913 115.50234001   2.        ]","[1392.6993029445327, 1789036.682287498, 2102137.3801720715]",1,[],0,"[[0.         1.71409897 1.01471598]
 [0.         1.08346164        inf]
 [0.                inf 0.11527116]]",0,
59,"[275.56553534 455.57173999 125.88014424  35.54304396 218.75521124
 217.01258415 175.14968549 -64.3967497 ]","[3397.326096122214, 635418.3352242673, 5837126.528997115]",1,"[64, 72, 73, 78, 79, 94, 97]",0,"[[0.37191153 0.33802499 6.86874037]
 [0.45734146 0.21366159        inf]
 [0.38087357        inf 0.78028501]]",0,
60,"[259.95504745 423.48408397  91.79389297 176.0857523  195.14943828
 247.16260173 117.18437556   5.75414233]","[2369.6221228157306, 876542.939815986, 5525076.958561536]",1,[80],0,"[[0.18124514 0.62564637 6.37965038]
 [0.22287805 0.39546365        inf]
 [0.18561265        inf 0.72472467]]",0,
61,"[259.95504745 423.48408397  70.99324739 176.0857523  232.2527036
 247.16260173 117.18437556   5.75414233]","[2104.220329596753, 945773.1805085271, 5260353.436700033]",1,[],0,"[[0.13200605 0.70822648 5.96473674]
 [0.1623285  0.44766156        inf]
 [0.13518704        inf 0.67759071]]",0,
62,"[401.54625302 340.79273772 193.14215121 359.70965233 115.45456111
 109.50088008 330.40772508   1.60978658]","[5843.301890487446, 442441.58107482834, 6892501.058187921]",1,[],0,"[[0.82570503 0.10783596 8.52287857]
 [1.01537358 0.06816183        inf]
 [0.84560224        inf 0.96819417]]",0,
63,"[441.16075296 327.22850514 185.15843919 225.35397819 404.74173887
 422.52253661 144.75511524   3.63979304]","[3842.8433674045373, 1631173.2386250189, 1951586.2776364253]",1,[98],0,"[[0.45456682 1.52579425 0.77875015]
 [0.55898308 0.96443646        inf]
 [0.46552063        inf 0.08846558]]",0,
64,"[429.90020739 349.78819654 157.24145688 359.10356198 202.12271846
 190.49221751 265.77687137   5.18013497]","[4724.2811440749265, 772065.2032757788, 5859056.64139254]",2,[],0,"[[0.61809695 0.50102188 6.90311246]
 [0.76007689 0.31668999        inf]
 [0.63299138        inf 0.78418966]]",0,
65,"[449.83852923 403.24482368 479.00438572 202.03852282 382.06698882
 456.97416555 390.20476036   6.46851028]","[10102.224863167161, 1660276.1405373672, 1542324.0263174984]",2,[],0,"[[1.6158484  1.56050915 0.13729415]
 [1.9870168  0.98637934        inf]
 [1.65478589        inf 0.01559654]]",0,
66,"[320.83647224 242.02283747 114.47938271 234.03142844 473.09529713
 437.15019913 115.50234001   2.        ]","[2641.871741709868, 1789036.682287498, 2095316.860202421]",2,[],0,"[[0.23175468 1.71409897 1.00402586]
 [0.28498988 1.08346164        inf]
 [0.23733933        inf 0.11405677]]",0,
67,"[311.07547821 383.72190843 120.50116235 221.25513576 300.36260283
 188.07864262 205.31576667  -3.18943689]","[3637.189968189754, 950365.2152369965, 3591814.692488818]",2,[],0,"[[0.41641265 0.71370401 3.34955739]
 [0.51206471 0.45112385        inf]
 [0.42644705        inf 0.38050782]]",0,
68,"[368.31467056 401.82008534 163.28414776 227.25033449 180.02820149
 413.22182505 117.47194024   3.46263939]","[3284.7289335664236, 1192602.508291392, 3810729.2196010216]",2,[],0,"[[0.35102177 1.00265263 3.69267243]
 [0.43165321 0.63376485        inf]
 [0.35948042        inf 0.4194855 ]]",0,
69,"[437.24373112 266.41095243 127.01299788 192.09354224 393.57426509
 258.17653443 193.32325166  -2.87334822]","[3597.634012429102, 1269613.9409296801, 3263187.295705778]",2,[],0,"[[0.40907397 1.09451441 2.83448419]
 [0.5030403  0.69182959        inf]
 [0.41893153        inf 0.3219958 ]]",0,
70,"[320.83647224 242.02283747 114.47938271 234.03142844 473.09529713
 439.90468766 115.50234001   2.        ]","[2641.871741709868, 1794746.6360127423, 2076738.8074248235]",2,[],0,"[[0.23175468 1.72090999 0.9749076 ]
 [0.28498988 1.08776681        inf]
 [0.23733933        inf 0.11074895]]",0,
71,"[419.29250336 258.91344965 197.69179415 344.44834504 178.47352879
 219.24161184 134.03570765  22.65638074]","[3893.1373573443743, 787541.8975579513, 5826577.603248501]",2,[],0,"[[0.46389769 0.51948299 6.85220654]
 [0.5704573  0.32835904        inf]
 [0.47507635        inf 0.77840678]]",0,
72,"[380.71917189 415.05669113 168.5631826  358.2364804  225.35199308
 132.776216   266.80006273 -59.59266666]","[4879.202254015847, 695751.4278598565, 5948955.966447958]",2,[],0,"[[0.64683893 0.40999229 7.04401591]
 [0.79542105 0.25915127        inf]
 [0.66242597        inf 0.80019621]]",0,
73,"[398.60020527 250.24138871 167.29644144 357.04618947 223.73974291
 112.00439934 229.8551781    8.16811132]","[4485.219571724863, 649679.0322123853, 6557699.69826638]",2,[],0,"[[0.57374468 0.35503562 7.99812863]
 [0.70553668 0.22441381        inf]
 [0.58757034        inf 0.90858288]]",0,
74,"[292.67840653 393.95625434 130.09996927 163.65627575 222.03162885
 347.64199463 129.99325343   3.95311401]","[2989.3721137835637, 1135015.7589055921, 4269353.558554]",2,[],0,"[[0.29622523 0.93396126 4.41149596]
 [0.36426964 0.59034585        inf]
 [0.30336344        inf 0.50114344]]",0,
75,"[366.98324126 353.97623452 155.37382424 226.0053498  349.07144511
 441.28512987 142.84912252  20.52746066]","[3443.320570170275, 1566197.759247157, 2453893.933044381]",2,[],0,"[[0.38044473 1.44828936 1.56604059]
 [0.46783477 0.91544654        inf]
 [0.3896124         inf 0.17790132]]",0,
76,"[375.93116768 364.22283916 129.84912899 201.24095564 390.49416258
 338.71882928 145.98520453  -1.79660643]","[3149.7145880779217, 1430847.12493896, 2948849.7789620752]",2,[],0,"[[0.32597302 1.28683866 2.3418082 ]
 [0.40085064 0.81339547        inf]
 [0.33382807        inf 0.26602808]]",0,
77,"[381.99246147 243.25847921 193.89539416 244.71142192 255.32894321
 184.45760712 112.88773521   3.24074218]","[3628.4264253697374, 858830.6796369083, 5271696.413322521]",2,[],0,"[[0.41478678 0.6045186  5.98251512]
 [0.51006537 0.38210904        inf]
 [0.424782          inf 0.67961033]]",0,
78,"[314.55965452 411.66970282 102.49969234 304.8479116  179.07819328
 175.89538843 222.34942515   1.03225124]","[3581.699840919241, 698804.7385719668, 6578887.77002048]",2,[],0,"[[0.40611776 0.41363438 8.03133769]
 [0.49940503 0.26145339        inf]
 [0.41590408        inf 0.91235541]]",0,
79,"[391.81982611 267.28016695 152.46140715 408.16673539 160.92168511
 204.27566619 230.45728002  10.42721403]","[4302.092281500993, 723764.8649768769, 6400955.838560681]",2,[],0,"[[0.5397697  0.44340765 7.7524566 ]
 [0.66375748 0.28027272        inf]
 [0.55277666        inf 0.88067467]]",0,
80,"[278.95943527 364.07605307 180.50316944 228.87345922 120.43871887
 315.50671754  83.4470773  -69.31205862]","[3156.4735937783244, 878832.7235764, 5655369.297184335]",2,[],0,"[[0.32722699 0.6283777  6.5838637 ]
 [0.40239266 0.39719009        inf]
 [0.33511226        inf 0.74792318]]",0,
81,"[358.68703674 300.12201774 178.57331724 252.0145606   97.40919957
 142.09881524 286.3873387    1.96194604]","[5207.235532427064, 476353.1410487527, 7144456.542497521]",2,[],0,"[[0.70769782 0.14828679 8.91778026]
 [0.87025953 0.09373032        inf]
 [0.72475139        inf 1.01305478]]",0,
82,"[284.79967568 429.65936361 125.77331475 180.87221862 487.96457934
 323.18601713 117.75402836   3.58950852]","[2809.0015505163606, 1580512.6000082972, 2095316.860202421]",2,[],0,"[[0.2627617  1.46536457 1.00402586]
 [0.32311936 0.92623958        inf]
 [0.26909353        inf 0.11405677]]",0,
83,"[358.32976213 404.10699418 310.91245795 165.43163188 380.27125556
 350.2118039  154.19329503  -4.13086775]","[5543.897653356063, 1435599.6421808873, 1727167.1773860718]",2,[],0,"[[0.77015759 1.29250762 0.42700752]
 [0.94706661 0.81697875        inf]
 [0.78871626        inf 0.04850781]]",0,
84,"[422.4732574  376.96247849 151.78260835 233.38690091 331.85026583
 397.29987727 211.28318977   6.49856298]","[4097.345846767793, 1442874.8795527716, 2692170.935047252]",2,[],0,"[[0.50178379 1.30118577 1.93950336]
 [0.61704602 0.8224641         inf]
 [0.5138754         inf 0.22032648]]",0,
85,"[320.83647224 242.02283747 156.50289359 234.03142844 573.63433723
 437.15019913 115.50234001   2.        ]","[3178.062558471429, 1899330.5555405854, 1730838.4759889748]",2,[],0,"[[0.33123232 1.84566114 0.43276172]
 [0.40731803 1.16662053        inf]
 [0.33921411        inf 0.04916149]]",0,
86,"[284.79967568 429.65936361 125.77331475 200.61392591 487.96457934
 398.37622064 117.75402836   3.58950852]","[2809.0015505163606, 1736396.043314299, 2037974.9528233875]",2,[],0,"[[0.2627617  1.65130748 0.91415119]
 [0.32311936 1.04377189        inf]
 [0.26909353        inf 0.10384706]]",0,
87,"[302.2705408  272.04392595 119.66537509 171.1644975  336.54389104
 364.98298676 115.59066694  45.22397322]","[2708.944685891261, 1384633.243566074, 3539917.763381723]",2,[],0,"[[0.24419849 1.23171322 3.26821688]
 [0.3002921  0.77855133        inf]
 [0.250083          inf 0.37126759]]",0,
88,"[350.34974443 314.27960511 125.62291775 303.27463643 228.10971418
 192.7145906  173.52809263   2.63746692]","[3377.460710196485, 825161.242716322, 6053026.693593515]",2,[],0,"[[0.36822597 0.56435659 7.20713086]
 [0.45280931 0.35672311        inf]
 [0.37709921        inf 0.81872598]]",0,
89,"[331.64633682 352.54782748 114.92619347 239.53605772 335.10809411
 411.31672409 128.83350773   5.8572265 ]","[2783.9050355743857, 1478013.3230042343, 3050688.668397985]",2,[],0,"[[0.25810563 1.34310006 2.50142508]
 [0.31739377 0.84895763        inf]
 [0.26432526        inf 0.28416047]]",0,
